MatchId;Home Tactic;Away Tactic;Home Goals;Away Goals
631157390;Normal;Normal;8;0
631157391;Normal;Normal;3;2
631157392;Normal;Normal;4;2
631157393;Normal;Attack on wings;1;8
631157394;Play creatively;Normal;9;0
631157395;Normal;Normal;0;8
631157396;Normal;Normal;3;2
631157397;Attack on wings;Normal;8;0
631157398;Normal;Normal;6;0
631157399;Normal;Play creatively;0;6
631157400;Normal;Normal;4;0
631157401;Normal;Attack on wings;1;10
631157402;Normal;Normal;5;1
631157403;Normal;Normal;2;7
631157404;Attack on wings;Normal;8;0
631157405;Normal;Normal;6;2
631157406;Attack on wings;Normal;7;0
631157407;Play creatively;Normal;7;0
631157408;Normal;Attack on wings;1;7
631157409;Normal;Attack on wings;0;8
631157410;Normal;Normal;1;8
631157411;Normal;Play creatively;0;8
631157412;Attack on wings;Attack on wings;4;0
631157413;Play creatively;Normal;10;0
631157414;Normal;Normal;5;3
631157415;Normal;Normal;3;0
631157416;Normal;Normal;3;2
631157417;Play creatively;Normal;2;0
631157418;Normal;Play creatively;0;8
631157419;Normal;Normal;0;5
631157420;Attack on wings;Attack on wings;2;4
631157421;Normal;Normal;6;0
631157422;Play creatively;Normal;7;0
631157423;Attack on wings;Normal;10;0
631157424;Attack on wings;Normal;8;0
631157425;Normal;Play creatively;0;7
631157426;Normal;Attack on wings;0;9
631157427;Normal;Normal;1;8
631157428;Normal;Attack on wings;0;7
631157429;Normal;Normal;6;1
631157430;Normal;Normal;2;0
631157431;Attack on wings;Play creatively;2;4
631157432;Attack on wings;Normal;8;0
631157433;Normal;Normal;2;3
631157434;Play creatively;Normal;8;0
631157435;Normal;Attack on wings;0;9
631157436;Normal;Attack on wings;0;9
631157437;Normal;Normal;4;1
631157438;Attack on wings;Normal;8;0
631157439;Normal;Play creatively;0;8
631157440;Attack on wings;Normal;10;1
631157441;Normal;Normal;2;2
631157442;Normal;Normal;6;1
631157443;Normal;Attack on wings;0;6
631157444;Play creatively;Attack on wings;2;4
631157445;Normal;Attack on wings;0;7
631157446;Play creatively;Attack in the Middle;3;0
631157447;Normal;Normal;4;1
631157448;Normal;Normal;4;0
631157449;Attack in the Middle;Normal;8;0
631157450;Attack on wings;Normal;6;2
631157451;Normal;Play creatively;0;7
631157452;Normal;Normal;0;6
631157453;Normal;Normal;1;1
631157454;Play creatively;Normal;8;0
631157455;Attack in the Middle;Attack on wings;1;3
631157456;Normal;Normal;2;5
631157457;Normal;Normal;3;1
631157458;Attack on wings;Play creatively;2;0
631157459;Normal;Normal;8;1
631157460;Normal;Attack in the Middle;0;8
631157461;Normal;Normal;3;0
631157462;Attack in the Middle;Normal;9;0
631157463;Play creatively;Normal;7;0
631157464;Attack on wings;Normal;9;0
631157465;Normal;Normal;1;2
631157466;Normal;Play creatively;1;12
631157467;Normal;Attack in the Middle;0;7
631157468;Normal;Attack on wings;0;9
631157469;Normal;Play creatively;0;8
631157470;Attack on wings;Normal;8;0
631157471;Normal;Normal;4;3
631157472;Attack in the Middle;Normal;9;0
631157473;Normal;Normal;1;0
631157474;Normal;Attack in the Middle;0;8
631157475;Play creatively;Normal;5;0
631157476;Attack on wings;Normal;8;0
631157477;Normal;Attack on wings;0;9
631157478;Attack in the Middle;Normal;8;0
631157479;Play creatively;Normal;9;0
631157480;Normal;Attack on wings;0;8
631157481;Normal;Play creatively;0;12
631157482;Normal;Attack in the Middle;0;6
631157483;Normal;Normal;4;2
631157484;Attack in the Middle;Normal;9;0
631157485;Normal;Normal;2;6
631157486;Play creatively;Attack on wings;4;4
631157487;Normal;Normal;3;2
631157488;Normal;Normal;5;1
631157489;Attack on wings;Attack in the Middle;3;2
631157490;Normal;Play creatively;0;10
631157491;Normal;Normal;0;3
631157492;Normal;Normal;7;2
631157493;Play creatively;Normal;10;0
631157494;Normal;Attack on wings;0;9
631157495;Normal;Normal;0;6
631157496;Normal;Normal;4;2
631157497;Normal;Normal;1;7
631157498;Normal;Play creatively;0;4
631157499;Attack on wings;Normal;8;0
631157500;Normal;Normal;3;2
631157501;Normal;Normal;1;7
631157502;Normal;Normal;10;0
631157503;Normal;Normal;0;2
631157504;Normal;Normal;3;3
631157505;Normal;Normal;2;0
631157506;Normal;Normal;8;0
631157507;Normal;Normal;0;5
631157508;Normal;Normal;0;10
631157509;Normal;Normal;6;0
631157510;Normal;Normal;2;3
631157511;Normal;Normal;3;2
631157512;Normal;Normal;0;4
631157513;Normal;Normal;0;8
631157514;Normal;Normal;3;0
631157515;Normal;Normal;9;0
631157516;Normal;Normal;0;8
631157517;Normal;Normal;9;0
631157518;Normal;Normal;3;1
631157519;Normal;Normal;9;0
631157520;Normal;Normal;9;0
631157521;Normal;Normal;0;1
631157522;Normal;Normal;0;10
631157523;Normal;Normal;0;10
631157524;Normal;Normal;0;7
631157525;Normal;Normal;1;2
631157526;Normal;Normal;3;0
631157527;Normal;Normal;9;0
631157528;Normal;Normal;1;2
631157529;Normal;Normal;2;1
631157530;Normal;Normal;0;7
631157531;Normal;Normal;4;0
631157532;Normal;Normal;2;2
631157533;Normal;Normal;10;0
631157534;Normal;Normal;7;0
631157535;Normal;Normal;8;0
631157536;Normal;Normal;4;0
631157537;Normal;Normal;1;7
631157538;Normal;Normal;0;8
631157539;Normal;Normal;2;4
631157540;Normal;Normal;0;9
631157541;Normal;Normal;9;0
631157542;Normal;Normal;0;9
631157543;Normal;Normal;3;1
631157544;Normal;Normal;8;0
631157545;Normal;Normal;3;0
631157546;Normal;Normal;1;3
631157547;Normal;Normal;0;8
631157548;Normal;Normal;9;0
631157549;Normal;Normal;8;0
631157550;Normal;Normal;0;9
631157551;Normal;Normal;0;2
631157552;Normal;Normal;3;1
631157553;Normal;Normal;0;10
631157554;Normal;Normal;2;0
631157555;Normal;Normal;0;1
631157556;Play creatively;Play creatively;2;0
631157557;Pressing;Normal;10;0
631157558;Normal;Normal;0;2
631157559;Normal;Normal;2;2
631157560;Normal;Play creatively;0;10
631157561;Play creatively;Normal;11;0
631157562;Normal;Pressing;0;9
631157563;Normal;Normal;0;3
631157564;Play creatively;Normal;11;0
631157565;Pressing;Normal;5;0
631157566;Normal;Play creatively;0;8
631157567;Normal;Normal;1;0
631157568;Normal;Play creatively;0;8
631157569;Normal;Normal;3;1
631157570;Play creatively;Pressing;4;0
631157571;Normal;Normal;1;3
631157572;Normal;Normal;1;2
631157573;Counter-attacks;Normal;9;0
631157574;Pressing;Normal;6;0
631157575;Normal;Normal;5;0
631157576;Play creatively;Normal;8;0
631157577;Normal;Counter-attacks;0;6
631157578;Normal;Pressing;0;7
631157579;Normal;Normal;1;3
631157580;Normal;Play creatively;0;8
631157581;Play creatively;Pressing;4;1
631157582;Play creatively;Normal;12;0
631157583;Normal;Normal;1;1
631157584;Normal;Normal;1;1
631157585;Normal;Normal;1;1
631157586;Normal;Normal;0;5
631157587;Normal;Play creatively;0;10
631157588;Pressing;Counter-attacks;1;3
631157589;Play creatively;Normal;11;0
631157590;Normal;Normal;4;0
631157591;Pressing;Normal;6;0
631157592;Play creatively;Normal;11;0
631157593;Normal;Play creatively;0;8
631157594;Normal;Pressing;1;6
631157595;Normal;Normal;1;2
631157596;Normal;Play creatively;0;8
631157597;Normal;Normal;6;1
631157598;Normal;Normal;2;3
631157599;Pressing;Play creatively;0;6
631157600;Play creatively;Normal;10;0
631157601;Normal;Normal;1;0
631157602;Play creatively;Normal;11;0
631157603;Normal;Pressing;0;6
631157604;Normal;Play creatively;0;8
631157605;Normal;Normal;3;1
631157606;Pressing;Normal;4;0
631157607;Play creatively;Normal;9;0
631157608;Normal;Normal;2;0
631157609;Normal;Normal;1;1
631157610;Normal;Pressing;0;3
631157611;Attack in the Middle;Attack in the Middle;4;0
631157612;Normal;Play creatively;6;0
631157613;Attack on wings;Attack on wings;4;1
631157614;Attack in the Middle;Attack on wings;1;6
631157615;Normal;Normal;4;1
631157616;Play creatively;Normal;8;0
631157617;Normal;Normal;3;1
631157618;Normal;Normal;0;6
631157619;Normal;Attack in the Middle;0;7
631157620;Attack on wings;Normal;9;0
631157621;Attack in the Middle;Normal;5;0
631157622;Attack in the Middle;Attack on wings;2;4
631157623;Normal;Normal;1;4
631157624;Normal;Attack on wings;0;8
631157625;Attack on wings;Attack in the Middle;3;1
631157626;Normal;Normal;6;0
631157627;Normal;Attack in the Middle;0;8
631157628;Attack on wings;Normal;7;0
631157629;Attack in the Middle;Normal;4;0
631157630;Attack in the Middle;Normal;10;0
631157631;Attack on wings;Normal;7;0
631157632;Normal;Attack on wings;0;6
631157633;Normal;Attack in the Middle;0;9
631157634;Normal;Attack in the Middle;0;8
631157635;Normal;Attack on wings;0;9
631157636;Attack on wings;Attack in the Middle;4;2
631157637;Attack on wings;Normal;8;0
631157638;Attack in the Middle;Normal;8;0
631157639;Normal;Normal;4;0
631157640;Normal;Attack on wings;0;7
631157641;Normal;Normal;1;5
631157642;Normal;Attack in the Middle;0;10
631157643;Normal;Attack on wings;1;6
631157644;Attack in the Middle;Attack on wings;3;4
631157645;Attack on wings;Normal;11;0
631157646;Attack in the Middle;Normal;8;0
631157647;Attack in the Middle;Normal;9;0
631157648;Attack on wings;Normal;4;0
631157649;Normal;Attack on wings;0;8
631157650;Normal;Attack in the Middle;0;9
631157651;Normal;Attack in the Middle;0;6
631157652;Normal;Attack on wings;0;10
631157653;Attack in the Middle;Normal;10;0
631157654;Normal;Normal;0;4
631157655;Attack in the Middle;Attack on wings;4;3
631157656;Attack on wings;Normal;10;0
631157657;Normal;Normal;1;1
631157658;Attack on wings;Attack in the Middle;7;2
631157659;Normal;Attack in the Middle;0;5
631157660;Normal;Attack on wings;0;9
631157661;Normal;Normal;5;0
631157662;Attack in the Middle;Normal;9;0
631157663;Normal;Attack on wings;0;8
631157664;Attack on wings;Attack in the Middle;5;0
631157665;Normal;Normal;1;2
631157666;Normal;Normal;0;3
631157667;Attack in the Middle;Attack in the Middle;2;7
631157668;Attack on wings;Attack on wings;0;2
631157669;Normal;Attack on wings;0;11
631157670;Play creatively;Normal;4;0
631157671;Attack in the Middle;Normal;10;0
631157672;Normal;Normal;7;1
631157673;Normal;Normal;7;0
631157674;Attack on wings;Normal;9;0
631157675;Normal;Play creatively;1;5
631157676;Normal;Attack in the Middle;0;9
631157677;Normal;Normal;2;4
631157678;Play creatively;Attack in the Middle;4;0
631157679;Normal;Attack in the Middle;0;4
631157680;Normal;Normal;0;2
631157681;Attack in the Middle;Play creatively;4;2
631157682;Attack in the Middle;Normal;10;0
631157683;Normal;Normal;0;8
631157684;Normal;Normal;1;5
631157685;Normal;Attack in the Middle;4;0
631157686;Play creatively;Normal;10;0
631157687;Attack in the Middle;Normal;11;0
631157688;Attack in the Middle;Normal;11;0
631157689;Normal;Play creatively;0;10
631157690;Normal;Normal;0;5
631157691;Normal;Attack in the Middle;0;12
631157692;Normal;Play creatively;0;11
631157693;Attack on wings;Attack in the Middle;2;2
631157694;Normal;Normal;7;0
631157695;Normal;Normal;4;1
631157696;Normal;Normal;3;3
631157697;Normal;Normal;0;9
631157698;Attack in the Middle;Attack in the Middle;0;4
631157699;Play creatively;Normal;8;0
631157700;Attack in the Middle;Normal;11;0
631157701;Normal;Normal;7;0
631157702;Play creatively;Normal;10;0
631157703;Normal;Attack in the Middle;0;10
631157704;Normal;Attack in the Middle;0;11
631157705;Normal;Play creatively;0;10
631157706;Attack in the Middle;Normal;0;1
631157707;Normal;Normal;6;1
631157708;Normal;Normal;5;1
631157709;Normal;Normal;9;0
631157710;Normal;Attack in the Middle;0;9
631157711;Play creatively;Attack in the Middle;3;1
631157712;Normal;Normal;0;3
631157713;Normal;Normal;5;1
631157714;Counter-attacks;Normal;6;0
631157715;Attack in the Middle;Play creatively;2;3
631157716;Normal;Normal;4;1
631157717;Attack in the Middle;Normal;10;0
631157718;Play creatively;Normal;8;0
631157719;Normal;Counter-attacks;0;10
631157720;Normal;Normal;0;11
631157721;Normal;Normal;4;8
631157722;Normal;Attack in the Middle;0;8
631157723;Normal;Play creatively;2;3
631157724;Attack in the Middle;Normal;9;0
631157725;Normal;Play creatively;1;1
631157726;Normal;Normal;8;0
631157727;Normal;Normal;7;2
631157728;Normal;Normal;5;0
631157729;Normal;Normal;0;8
631157730;Play creatively;Normal;8;0
631157731;Normal;Normal;0;9
631157732;Normal;Normal;1;3
631157733;Normal;Normal;8;0
631157734;Normal;Normal;9;0
631157735;Normal;Play creatively;0;11
631157736;Normal;Normal;4;0
631157737;Normal;Normal;0;9
631157738;Play creatively;Normal;2;3
631157739;Normal;Normal;4;3
631157740;Normal;Normal;0;5
631157741;Normal;Normal;11;0
631157742;Normal;Normal;3;0
631157743;Normal;Normal;9;1
631157744;Play creatively;Normal;10;0
631157745;Normal;Normal;0;10
631157746;Normal;Normal;0;7
631157747;Normal;Normal;1;3
631157748;Normal;Play creatively;0;7
631157749;Normal;Normal;6;1
631157750;Play creatively;Normal;8;0
631157751;Normal;Normal;4;1
631157752;Normal;Normal;5;1
631157753;Normal;Normal;2;2
631157754;Normal;Normal;4;5
631157755;Normal;Play creatively;0;4
631157756;Play creatively;Normal;8;0
631157757;Normal;Normal;3;0
631157758;Normal;Normal;9;0
631157759;Normal;Normal;8;0
631157760;Normal;Play creatively;0;8
631157761;Normal;Normal;0;10
631157762;Normal;Normal;3;0
631157763;Normal;Normal;0;9
631157764;Normal;Normal;5;1
631157765;Normal;Normal;3;4
631157766;Normal;Play creatively;5;3
631157767;Normal;Normal;11;0
631157768;Normal;Normal;3;4
631157769;Play creatively;Normal;8;0
631157770;Normal;Normal;0;10
631157771;Normal;Normal;0;7
631157772;Normal;Normal;1;0
631157773;Normal;Normal;9;0
631157774;Normal;Play creatively;0;8
631157775;Normal;Normal;8;0
631157776;Normal;Normal;2;5
631157777;Normal;Normal;5;3
631157778;Normal;Normal;0;7
631157779;Play creatively;Normal;1;8
631157780;Normal;Normal;0;4
631157781;Normal;Counter-attacks;2;1
631157782;Normal;Normal;7;0
631157783;Normal;Normal;2;2
631157784;Normal;Normal;2;4
631157785;Normal;Normal;0;10
631157786;Counter-attacks;Normal;9;0
631157787;Normal;Normal;0;8
631157788;Normal;Normal;2;2
631157789;Normal;Normal;9;0
631157790;Normal;Normal;5;0
631157791;Normal;Counter-attacks;0;9
631157792;Normal;Normal;2;4
631157793;Normal;Normal;0;10
631157794;Counter-attacks;Normal;5;0
631157795;Normal;Normal;4;0
631157796;Normal;Normal;4;5
631157797;Normal;Normal;10;0
631157798;Normal;Normal;1;1
631157799;Normal;Normal;8;0
631157800;Counter-attacks;Normal;9;0
631157801;Normal;Normal;0;8
631157802;Normal;Normal;0;8
631157803;Normal;Normal;2;0
631157804;Normal;Counter-attacks;0;7
631157805;Normal;Normal;4;1
631157806;Counter-attacks;Normal;8;0
631157807;Normal;Normal;5;4
631157808;Normal;Normal;1;1
631157809;Normal;Normal;5;1
631157810;Normal;Normal;3;5
631157811;Normal;Counter-attacks;0;7
631157812;Normal;Normal;0;6
631157813;Counter-attacks;Normal;10;0
631157814;Normal;Normal;3;1
631157815;Normal;Normal;7;0
631157816;Normal;Normal;7;0
631157817;Normal;Counter-attacks;0;10
631157818;Normal;Normal;0;8
631157819;Normal;Normal;2;0
631157820;Normal;Normal;0;10
631157821;Normal;Normal;4;1
631157822;Normal;Normal;0;2
631157823;Normal;Counter-attacks;1;6
631157824;Normal;Normal;10;0
631157825;Normal;Normal;0;2
631157826;Counter-attacks;Normal;8;0
631157827;Normal;Normal;1;6
631157828;Normal;Normal;3;0
631157829;Normal;Normal;0;9
631157830;Normal;Normal;6;0
631157831;Normal;Counter-attacks;0;9
631157832;Normal;Normal;9;1
631157833;Normal;Normal;1;1
631157834;Normal;Normal;0;2
631157835;Normal;Normal;0;9
631157836;Normal;Attack on wings;1;2
631157837;Normal;Normal;6;0
631157838;Normal;Normal;2;1
631157839;Normal;Normal;5;0
631157840;Normal;Normal;0;11
631157841;Attack on wings;Normal;7;0
631157842;Normal;Normal;0;5
631157843;Normal;Normal;1;6
631157844;Normal;Normal;8;0
631157845;Normal;Normal;5;0
631157846;Normal;Attack on wings;0;7
631157847;Normal;Normal;2;1
631157848;Normal;Normal;0;6
631157849;Attack on wings;Normal;5;1
631157850;Normal;Normal;3;2
631157851;Normal;Normal;0;5
631157852;Normal;Normal;8;0
631157853;Normal;Normal;2;2
631157854;Normal;Normal;8;1
631157855;Attack on wings;Normal;10;0
631157856;Normal;Normal;0;8
631157857;Counter-attacks;Normal;2;2
631157858;Normal;Normal;0;7
631157859;Normal;Normal;1;4
631157860;Normal;Attack on wings;0;6
631157861;Normal;Normal;6;0
631157862;Attack on wings;Normal;9;0
631157863;Normal;Normal;4;1
631157864;Normal;Normal;1;2
631157865;Normal;Normal;1;2
631157866;Normal;Normal;1;2
631157867;Normal;Attack on wings;0;9
631157868;Normal;Normal;0;7
631157869;Attack on wings;Normal;10;0
631157870;Normal;Normal;3;1
631157871;Normal;Normal;5;0
631157872;Normal;Normal;11;0
631157873;Normal;Attack on wings;0;11
631157874;Normal;Normal;0;7
631157875;Normal;Normal;4;0
631157876;Normal;Normal;0;8
631157877;Normal;Normal;5;2
631157878;Normal;Normal;6;3
631157879;Normal;Attack on wings;0;3
631157880;Normal;Normal;9;0
631157881;Normal;Normal;4;1
631157882;Play creatively;Normal;9;0
631157883;Normal;Normal;0;7
631157884;Normal;Normal;0;11
631157885;Normal;Normal;5;0
631157886;Normal;Normal;6;0
631157887;Normal;Attack on wings;0;8
631157888;Normal;Normal;7;0
631157889;Normal;Normal;3;4
631157890;Normal;Normal;1;3
631157891;Normal;Normal;0;5
631157892;Attack on wings;Normal;0;3
631157893;Normal;Normal;0;4
631157894;Attack on wings;Attack on wings;4;2
631157895;Normal;Normal;4;0
631157896;Normal;Normal;2;0
631157897;Attack on wings;Normal;2;5
631157898;Play creatively;Normal;6;1
631157899;Normal;Attack on wings;0;7
631157900;Normal;Normal;0;0
631157901;Attack on wings;Normal;10;0
631157902;Normal;Normal;9;0
631157903;Normal;Normal;5;1
631157904;Attack on wings;Normal;1;1
631157905;Normal;Normal;0;9
631157906;Normal;Normal;1;2
631157907;Attack in the Middle;Attack on wings;6;0
631157908;Normal;Attack on wings;0;7
631157909;Normal;Normal;10;0
631157910;Attack on wings;Normal;8;0
631157911;Attack on wings;Normal;8;0
631157912;Normal;Normal;0;9
631157913;Normal;Attack on wings;0;8
631157914;Attack in the Middle;Normal;9;0
631157915;Normal;Attack in the Middle;3;4
631157916;Normal;Attack in the Middle;0;7
631157917;Normal;Attack on wings;0;8
631157918;Attack in the Middle;Normal;7;0
631157919;Attack on wings;Normal;7;0
631157920;Normal;Normal;3;3
631157921;Normal;Normal;2;3
631157922;Normal;Attack on wings;0;9
631157923;Normal;Attack in the Middle;0;7
631157924;Attack on wings;Normal;5;1
631157925;Attack in the Middle;Normal;9;1
631157926;Attack on wings;Normal;9;0
631157927;Attack on wings;Normal;8;0
631157928;Normal;Normal;11;0
631157929;Normal;Attack in the Middle;0;8
631157930;Normal;Attack in the Middle;0;11
631157931;Normal;Attack on wings;0;9
631157932;Normal;Normal;0;10
631157933;Attack on wings;Normal;9;0
631157934;Normal;Normal;4;2
631157935;Attack on wings;Attack in the Middle;0;1
631157936;Normal;Normal;11;1
631157937;Normal;Normal;2;3
631157938;Normal;Attack on wings;0;8
631157939;Normal;Normal;0;9
631157940;Normal;Normal;1;0
631157941;Attack on wings;Normal;11;0
631157942;Normal;Attack in the Middle;0;9
631157943;Normal;Attack on wings;3;1
631157944;Normal;Normal;3;0
631157945;Normal;Normal;2;0
631157946;Attack on wings;Attack on wings;5;2
631157947;Attack in the Middle;Normal;1;2
631157948;Normal;Normal;6;0
631157949;Normal;Normal;9;0
631157950;Normal;Normal;3;2
631157951;Normal;Counter-attacks;0;8
631157952;Normal;Normal;1;1
631157953;Attack in the Middle;Normal;3;0
631157954;Normal;Normal;0;6
631157955;Normal;Normal;5;2
631157956;Counter-attacks;Normal;8;0
631157957;Normal;Normal;6;0
631157958;Normal;Normal;0;8
631157959;Normal;Normal;4;1
631157960;Normal;Counter-attacks;0;11
631157961;Normal;Normal;1;1
631157962;Attack in the Middle;Attack on wings;2;0
631157963;Normal;Normal;3;1
631157964;Normal;Normal;7;4
631157965;Counter-attacks;Normal;10;0
631157966;Normal;Normal;1;4
631157967;Normal;Normal;8;0
631157968;Normal;Normal;7;0
631157969;Normal;Counter-attacks;0;7
631157970;Normal;Normal;0;5
631157971;Normal;Normal;5;2
631157972;Normal;Normal;1;7
631157973;Counter-attacks;Normal;8;0
631157974;Attack in the Middle;Normal;9;0
631157975;Normal;Normal;1;1
631157976;Normal;Normal;5;0
631157977;Normal;Normal;4;2
631157978;Normal;Normal;4;2
631157979;Normal;Normal;0;7
631157980;Normal;Counter-attacks;0;7
631157981;Normal;Normal;6;0
631157982;Normal;Normal;5;3
631157983;Normal;Normal;5;0
631157984;Counter-attacks;Normal;10;0
631157985;Normal;Normal;0;7
631157986;Normal;Normal;0;8
631157987;Normal;Normal;3;1
631157988;Normal;Counter-attacks;0;9
631157989;Normal;Normal;5;4
631157990;Normal;Normal;1;2
631157991;Normal;Normal;1;0
631157992;Counter-attacks;Normal;11;0
631157993;Normal;Normal;2;1
631157994;Normal;Normal;7;0
631157995;Normal;Play creatively;0;3
631157996;Normal;Counter-attacks;0;10
631157997;Normal;Normal;4;1
631157998;Play creatively;Normal;11;0
631157999;Normal;Normal;0;7
631158000;Counter-attacks;Normal;7;0
631158001;Normal;Normal;4;1
631158002;Normal;Normal;2;2
631158003;Normal;Normal;0;10
631158004;Normal;Counter-attacks;0;7
631158005;Attack in the Middle;Normal;11;0
631158006;Counter-attacks;Normal;9;0
631158007;Normal;Normal;5;1
631158008;Normal;Normal;2;1
631158009;Normal;Normal;1;0
631158010;Normal;Attack in the Middle;0;9
631158011;Normal;Counter-attacks;1;10
631158012;Normal;Normal;2;1
631158013;Attack in the Middle;Counter-attacks;10;2
631158014;Normal;Normal;1;0
631158015;Normal;Normal;1;1
631158016;Normal;Normal;3;0
631158017;Normal;Attack in the Middle;0;8
631158018;Counter-attacks;Normal;7;0
631158019;Normal;Normal;0;4
631158020;Normal;Normal;0;1
631158021;Play creatively;Counter-attacks;1;4
631158022;Attack in the Middle;Normal;11;0
631158023;Normal;Normal;4;2
631158024;Counter-attacks;Normal;9;0
631158025;Normal;Attack in the Middle;0;7
631158026;Normal;Play creatively;0;7
631158027;Normal;Normal;0;1
631158028;Normal;Normal;0;3
631158029;Normal;Attack in the Middle;0;9
631158030;Normal;Counter-attacks;0;9
631158031;Play creatively;Normal;9;1
631158032;Normal;Normal;5;0
631158033;Normal;Normal;0;4
631158034;Normal;Play creatively;0;9
631158035;Attack on wings;Normal;8;0
631158036;Attack in the Middle;Normal;8;0
631158037;Normal;Normal;2;0
631158038;Play creatively;Normal;9;0
631158039;Attack in the Middle;Normal;8;0
631158040;Normal;Counter-attacks;0;4
631158041;Normal;Normal;1;2
631158042;Normal;Attack in the Middle;0;10
631158043;Counter-attacks;Play creatively;2;6
631158044;Normal;Normal;0;2
631158045;Play creatively;Normal;8;0
631158046;Normal;Counter-attacks;0;6
631158047;Attack in the Middle;Normal;9;0
631158048;Normal;Normal;1;1
631158049;Normal;Normal;5;1
631158050;Normal;Play creatively;0;9
631158051;Counter-attacks;Attack in the Middle;1;4
631158052;Normal;Normal;1;0
631158053;Counter-attacks;Normal;9;0
631158054;Attack in the Middle;Normal;9;0
631158055;Normal;Normal;0;2
631158056;Normal;Play creatively;0;8
631158057;Normal;Normal;3;2
631158058;Normal;Counter-attacks;0;9
631158059;Play creatively;Attack in the Middle;1;0
631158060;Normal;Normal;3;1
631158061;Attack on wings;Normal;1;0
631158062;Normal;Normal;4;3
631158063;Normal;Normal;4;1
631158064;Normal;Attack on wings;0;7
631158065;Normal;Pressing;0;2
631158066;Normal;Normal;9;0
631158067;Normal;Normal;1;2
631158068;Counter-attacks;Normal;4;0
631158069;Attack on wings;Counter-attacks;7;0
631158070;Normal;Normal;4;3
631158071;Normal;Normal;0;8
631158072;Normal;Normal;3;0
631158073;Normal;Attack on wings;0;11
631158074;Normal;Normal;9;0
631158075;Normal;Normal;1;3
631158076;Attack on wings;Normal;10;0
631158077;Normal;Normal;7;0
631158078;Normal;Normal;0;2
631158079;Normal;Normal;9;0
631158080;Normal;Attack on wings;0;10
631158081;Normal;Normal;0;2
631158082;Normal;Normal;2;5
631158083;Pressing;Normal;0;2
631158084;Attack on wings;Normal;10;0
631158085;Normal;Normal;8;0
631158086;Normal;Normal;2;1
631158087;Normal;Normal;1;1
631158088;Normal;Normal;4;0
631158089;Normal;Normal;0;8
631158090;Normal;Attack on wings;0;8
631158091;Normal;Pressing;2;0
631158092;Normal;Normal;2;3
631158093;Normal;Normal;4;2
631158094;Normal;Normal;2;2
631158095;Attack on wings;Normal;10;0
631158096;Normal;Normal;0;10
631158097;Normal;Normal;4;0
631158098;Normal;Normal;4;4
631158099;Normal;Attack on wings;0;9
631158100;Normal;Normal;0;5
631158101;Normal;Normal;3;5
631158102;Normal;Normal;0;8
631158103;Attack on wings;Normal;7;0
631158104;Normal;Normal;0;5
631158105;Play creatively;Normal;6;0
631158106;Normal;Normal;5;4
631158107;Counter-attacks;Normal;3;0
631158108;Pressing;Attack on wings;0;1
631158109;Normal;Normal;0;4
631158110;Normal;Normal;2;0
631158111;Normal;Play creatively;0;6
631158112;Attack on wings;Normal;11;0
631158113;Normal;Normal;6;0
631158114;Normal;Normal;1;1
631158115;Normal;Normal;3;2
631158116;Play creatively;Attack on wings;0;8
631158117;Pressing;Normal;8;0
631158118;Normal;Normal;1;4
631158119;Normal;Normal;0;6
631158120;Normal;Attack on wings;2;2
631158121;Normal;Pressing;1;3
631158122;Normal;Normal;2;0
631158123;Normal;Counter-attacks;4;3
631158124;Play creatively;Normal;4;3
631158125;Pressing;Play creatively;5;1
631158126;Pressing;Normal;1;3
631158127;Normal;Normal;3;0
631158128;Normal;Normal;1;1
631158129;Normal;Pressing;2;6
631158130;Normal;Attack on wings;0;3
631158131;Normal;Normal;3;4
631158132;Play creatively;Normal;2;5
631158133;Pressing;Normal;6;0
631158134;Normal;Normal;3;1
631158135;Normal;Attack on wings;2;1
631158136;Normal;Normal;0;6
631158137;Normal;Pressing;0;8
631158138;Normal;Normal;0;1
631158139;Normal;Normal;6;0
631158140;Attack on wings;Normal;6;0
631158141;Pressing;Counter-attacks;3;0
631158142;Normal;Normal;1;1
631158143;Normal;Normal;3;1
631158144;Normal;Attack on wings;5;4
631158145;Attack on wings;Counter-attacks;2;2
631158146;Normal;Normal;3;4
631158147;Normal;Normal;6;0
631158148;Normal;Normal;0;3
631158149;Normal;Attack on wings;0;8
631158150;Counter-attacks;Pressing;0;3
631158151;Normal;Normal;2;2
631158152;Normal;Normal;9;0
631158153;Attack on wings;Normal;1;1
631158154;Normal;Normal;0;8
631158155;Normal;Pressing;0;5
631158156;Normal;Attack on wings;2;0
631158157;Normal;Normal;6;2
631158158;Normal;Normal;8;0
631158159;Pressing;Normal;5;1
631158160;Normal;Normal;4;0
631158161;Normal;Normal;1;10
631158162;Normal;Normal;0;9
631158163;Attack on wings;Pressing;1;7
631158164;Attack in the Middle;Normal;2;2
631158165;Normal;Normal;8;0
631158166;Pressing;Normal;7;1
631158167;Attack on wings;Normal;4;3
631158168;Normal;Attack on wings;0;5
631158169;Normal;Normal;11;0
631158170;Pressing;Normal;8;0
631158171;Normal;Counter-attacks;1;1
631158172;Normal;Pressing;0;8
631158173;Normal;Play creatively;0;9
631158174;Normal;Play creatively;2;0
631158175;Normal;Normal;1;0
631158176;Normal;Normal;5;0
631158177;Attack on wings;Normal;9;0
631158178;Play creatively;Normal;10;0
631158179;Normal;Normal;0;10
